u,v,key,name,highway,road_class,length
104922571,104537065,0,Methyl Street,residential,Local,211.6505591292697
104922571,271210684,0,Coast Avenue,residential,Local,63.5677755010211
104922571,104922581,0,Coast Avenue,residential,Local,74.9120647080523
105069424,105069422,0,Methyl Street,residential,Local,152.26961593214338
105069424,107501588,0,Sebring Avenue,residential,Local,73.48439957416676
105069424,105944102,0,Sebring Avenue,residential,Local,76.04799253898487
105069424,104537065,0,Methyl Street,residential,Local,269.3106855022238
271212967,271210684,0,Broadway Avenue,tertiary,Tertiary,215.18218256895253
271212967,271210118,0,Broadway Avenue,tertiary,Tertiary,8.021742162551515
271212967,104537053,0,Hampshire Avenue,residential,Local,80.39794702323093
271212967,104537065,0,Hampshire Avenue,residential,Local,80.80915859209847
104537076,104922589,0,Belasco Avenue,residential,Local,212.44286305461443
104537076,104537071,0,Hampshire Avenue,residential,Local,77.47370070136313
104537076,1014990058,0,Belasco Avenue,residential,Local,136.56319686924027
104537076,104537085,0,Hampshire Avenue,residential,Local,76.46754007880992
104922581,104922589,0,Coast Avenue,residential,Local,77.34990038685007
104922581,271212930,0,Rutherford Avenue,residential,Local,78.64015637561616
104922581,104537071,0,Rutherford Avenue,residential,Local,212.41496001475355
104922581,104922571,0,Coast Avenue,residential,Local,74.9120647080523
107501596,107501588,0,Rutherford Avenue,residential,Local,135.25305195481042
107501596,104537071,0,Rutherford Avenue,residential,Local,132.50875258217266
107501596,4998819539,0,Goldstrom Avenue,residential,Local,376.1663345817959
104922589,104922581,0,Coast Avenue,residential,Local,77.34990038685007
104922589,104922596,0,Coast Avenue,residential,Local,76.38987526016238
104922589,104537076,0,Belasco Avenue,residential,Local,212.44286305461443
104922589,106099096,0,"['Cagwin Avenue', 'Belasco Avenue']",residential,Local,350.29394795194776
1014990058,104537076,0,Belasco Avenue,residential,Local,136.56319686924027
104537085,104537092,0,Hampshire Avenue,residential,Local,76.66555835305995
104537085,104537076,0,Hampshire Avenue,residential,Local,76.46754007880992
104537085,104922596,0,Alverado Avenue,residential,Local,212.73603515092714
104537085,107735505,0,Alverado Avenue,residential,Local,146.43009010010795
104537092,104537101,0,Hampshire Avenue,residential,Local,74.51401704267157
104537092,104537085,0,Hampshire Avenue,residential,Local,76.66555835305995
104537092,106025605,0,Napoleon Street,residential,Local,102.56283692906987
104537092,3627393304,0,Napoleon Street,residential,Local,204.72835190709628
104922596,104922589,0,Coast Avenue,residential,Local,76.38987526016238
104922596,104922624,0,Coast Avenue,residential,Local,165.66615996785578
104922596,104537085,0,Alverado Avenue,residential,Local,212.73603515092714
107735505,104537085,0,Alverado Avenue,residential,Local,146.43009010010795
104537101,11931799181,0,Canton Avenue,residential,Local,71.8869962582255
104537101,104537092,0,Hampshire Avenue,residential,Local,74.51401704267157
104537101,6854511905,0,Canton Avenue,residential,Local,11.801998125422225
106025605,104537092,0,Napoleon Street,residential,Local,102.56283692906987
3627393304,104537092,0,Napoleon Street,residential,Local,204.72835190709628
11931799181,104537101,0,Canton Avenue,residential,Local,71.8869962582255
6854511905,104537101,0,Canton Avenue,residential,Local,11.801998125422225
104537133,104537142,0,Criss Street,residential,Local,106.84870497444514
104537133,104627982,0,Allendale Street,residential,Local,39.40287176976384
104537133,104628026,0,Allendale Street,residential,Local,42.11155718794333
104537142,104537150,0,Criss Street,residential,Local,73.31469999464754
104537142,104537133,0,Criss Street,residential,Local,106.84870497444514
104537142,107544255,0,Universal Street,residential,Local,38.74361079390823
104537142,104631569,0,Universal Street,residential,Local,41.72322164324269
104627982,107544255,0,Apex Street,residential,Local,103.49899708526092
104627982,104537133,0,Allendale Street,residential,Local,39.40287176976384
104627982,104627975,0,Allendale Street,residential,Local,40.69694236869441
104628026,104631569,0,Lundy Street,residential,Local,109.1910183064704
104628026,2993482419,0,Allendale Street,residential,Local,73.31876813382311
104628026,104537133,0,Allendale Street,residential,Local,42.11155718794333
104537150,104537142,0,Criss Street,residential,Local,73.31469999464754
107544255,107523793,0,Universal Street,residential,Local,40.299908353192016
107544255,107561610,0,Apex Street,residential,Local,96.27120718950731
107544255,104627982,0,Apex Street,residential,Local,103.49899708526092
104631569,104537142,0,Universal Street,residential,Local,41.72322164324269
104537178,104728173,0,Krupp Street,residential,Local,36.53238757321858
104537178,104728164,0,Krupp Street,residential,Local,40.47065129236957
104537178,104781474,0,"['Pickett Way', 'Gilpin Way']",residential,Local,276.97180253572947
104728173,104728191,0,Krupp Street,residential,Local,31.896739500755647
104728173,104537178,0,Krupp Street,residential,Local,36.53238757321858
104728173,104781508,0,Orator Street,residential,Local,200.72887136624513
104781474,3377135096,0,Haas Street,residential,Local,14.862972627257982
104781474,104537178,0,"['Pickett Way', 'Gilpin Way']",residential,Local,276.97180253572947
104781474,104728164,0,Haas Street,residential,Local,240.83181972725623
104537245,106069987,0,Lake Street,residential,Local,40.26380861234243
104537245,105120701,0,Lake Street,residential,Local,128.24880556632132
105120701,105121190,0,Manhattan Street,residential,Local,50.679695831973085
105120701,105120690,0,Manhattan Street,residential,Local,53.33033306651088
104537305,104537319,0,Ulysses Street,residential,Local,249.98521724121719
104537305,104644668,0,Grandview Avenue,tertiary,Tertiary,92.84206661868025
104537305,105733064,0,Grandview Avenue,tertiary,Tertiary,103.96341265738936
104537319,104644697,0,West Sycamore Street,residential,Local,71.29355348778
104537319,104537328,0,Ulysses Street,residential,Local,125.92388228383898
104537319,104537305,0,Ulysses Street,residential,Local,249.98521724121719
104537319,105711184,0,West Sycamore Street,residential,Local,76.47436388497701
104644668,104644685,0,Bertha Street,residential,Local,100.90045882998955
104644668,104537305,0,Grandview Avenue,tertiary,Tertiary,92.84206661868025
104644668,105015288,0,Grandview Avenue,tertiary,Tertiary,148.23677961934416
105733064,3235594576,0,Grandview Avenue,tertiary,Tertiary,14.432141299729597
105733064,104537305,0,Grandview Avenue,tertiary,Tertiary,103.96341265738936
105733064,105711184,0,Merrimac Street,tertiary,Tertiary,283.4900398652581
105733064,517880053,0,P J McArdle Roadway,secondary,Secondary,24.014905365407955
104644697,105015303,0,West Sycamore Street,residential,Local,132.30479238372203
104644697,104537319,0,West Sycamore Street,residential,Local,71.29355348778
104644697,104644711,0,Bertha Street,residential,Local,127.36613511169236
104644697,104644685,0,Bertha Street,residential,Local,91.98316694254908
104537328,104644711,0,Virginia Avenue,tertiary,Tertiary,72.18340262005606
104537328,104537319,0,Ulysses Street,residential,Local,125.92388228383898
104537328,104990076,0,Virginia Avenue,tertiary,Tertiary,65.13732625924465
105711184,105689013,0,West Sycamore Street,residential,Local,73.5491329568382
105711184,104990076,0,Merrimac Street,tertiary,Tertiary,127.01206873207677
105711184,105733064,0,Merrimac Street,tertiary,Tertiary,283.49003986525815
105711184,104537319,0,West Sycamore Street,residential,Local,76.47436388497701
104644711,104537328,0,Virginia Avenue,tertiary,Tertiary,72.18340262005606
104644711,104644697,0,Bertha Street,residential,Local,127.36613511169237
104644711,104990070,0,Virginia Avenue,tertiary,Tertiary,131.93678428683074
104537348,104769133,0,Radcliffe Street,residential,Local,44.76468881520333
104537348,104537358,0,Oak Way,residential,Local,78.0612196642765
104537348,107634133,0,Radcliffe Street,residential,Local,86.60747271766465
104769133,107634151,0,Radcliffe Street,residential,Local,43.67499181525795
104769133,104537348,0,Radcliffe Street,residential,Local,44.76468881520333
104769133,104769145,0,Tabor Street,residential,Local,78.7327058621286
104769133,104769114,0,Tabor Street,residential,Local,90.2563005189721
104537358,104769145,0,Stafford Street,unclassified,Local,46.53833955103832
104537358,104537348,0,Oak Way,residential,Local,78.0612196642765
104537358,105046480,0,Stafford Street,unclassified,Local,197.97380387839445
107634133,104537348,0,Radcliffe Street,residential,Local,86.60747271766465
104769145,104537358,0,Stafford Street,unclassified,Local,46.53833955103832
104769145,104769133,0,Tabor Street,residential,Local,78.7327058621286
104769145,107634151,0,"['Stafford Street', 'Maple Street']","['unclassified', 'residential']",Local,121.15284515145923
105046480,104537358,0,Stafford Street,unclassified,Local,197.97380387839445
105046480,7330283953,0,Stanhope Street,primary,Primary,277.06016406386664
104538337,276837041,0,Jillson Avenue,residential,Local,49.278419051469136
104538337,276837060,0,Jillson Avenue,residential,Local,43.2093866972749
104538337,276836798,0,Parquet Street,residential,Local,97.50823981040291
276837041,104538337,0,Jillson Avenue,residential,Local,49.278419051469136
276837041,276837042,0,Kenilworth Street,residential,Local,59.362979522240074
276837041,4217406028,0,"['Plainview Avenue', 'Jillson Avenue']",residential,Local,66.4514787764499
276837060,104538337,0,Jillson Avenue,residential,Local,43.209386697274894
276837060,5158201184,0,Brookline Boulevard,tertiary,Tertiary,140.8624590676568
276837060,5158201206,0,Brookline Boulevard,tertiary,Tertiary,111.65937233245113
276836798,276836807,0,Bodkin Street,residential,Local,36.82370613178172
276836798,104538337,0,Parquet Street,residential,Local,97.50823981040291
276836798,5158201184,0,Bodkin Street,residential,Local,115.56731294016197
104538394,276836956,0,"['Shawhan Avenue', 'Jillson Avenue', 'Aidyl Avenue']",residential,Local,252.5653279531952
104538394,276837245,0,Pioneer Avenue,tertiary,Tertiary,18.20945036872343
104538394,105071390,0,Pioneer Avenue,tertiary,Tertiary,126.1886713856592
276836956,276836947,0,Plainview Avenue,residential,Local,81.17903854904344
276836956,104538394,0,"['Shawhan Avenue', 'Jillson Avenue', 'Aidyl Avenue']",residential,Local,252.5653279531952
276837245,104607616,0,Woodbourne Avenue,residential,Local,212.72019799264507
276837245,276837093,0,Pioneer Avenue,tertiary,Tertiary,92.29812979969792
276837245,104538394,0,Pioneer Avenue,tertiary,Tertiary,18.20945036872343
105071390,105071400,0,Fordham Avenue,residential,Local,190.55146901853087
105071390,104538394,0,Pioneer Avenue,tertiary,Tertiary,126.1886713856592
105071390,105121252,0,Pioneer Avenue,tertiary,Tertiary,69.7977829323521
104538442,104538452,0,South 22nd Street,residential,Local,50.389352456433016
104538442,1602019122,0,South 22nd Street,residential,Local,50.71280753946547
104538442,105709522,0,Merriman Street,residential,Local,132.4422513644805
104538452,104728838,0,Wharton Street,residential,Local,134.51131090636034
104538452,104538463,0,South 22nd Street,residential,Local,48.78376802082303
104538452,104538442,0,South 22nd Street,residential,Local,50.389352456433016
1602019122,104538442,0,South 22nd Street,residential,Local,50.71280753946548
105709522,105813817,0,South 21st Street,residential,Local,54.06481467545941
105709522,104538442,0,Merriman Street,residential,Local,132.4422513644805
105709522,104728838,0,South 21st Street,residential,Local,50.640148723806945
104728838,105709522,0,South 21st Street,residential,Local,50.640148723806945
104728838,104728832,0,Wharton Street,residential,Local,119.80551104183792
104728838,104538452,0,Wharton Street,residential,Local,134.51131090636034
104728838,104774910,0,South 21st Street,residential,Local,49.30018278110751
104538463,104538473,0,South 22nd Street,residential,Local,50.779962663390926
104538463,104538452,0,South 22nd Street,residential,Local,48.78376802082303
104538463,104774910,0,Fox Way,residential,Local,136.6180345388697
104538473,104538486,0,South 22nd Street,residential,Local,48.282254426254475
104538473,104538463,0,South 22nd Street,residential,Local,50.779962663390926
104538473,104934216,0,Sidney Street,residential,Local,137.06727527724416
104774910,104538463,0,Fox Way,residential,Local,136.61803453886972
104774910,104774903,0,Fox Way,residential,Local,117.5068438925569
104774910,104934216,0,South 21st Street,residential,Local,49.96632461822526
104774910,104728838,0,South 21st Street,residential,Local,49.30018278110751
104538486,11816157163,0,South 22nd Street,residential,Local,48.271170219004055
104538486,104538473,0,South 22nd Street,residential,Local,48.282254426254475
104538486,104838065,0,Wrights Way,residential,Local,137.5041236022792
104934216,104934179,0,Sidney Street,residential,Local,116.98375190276873
104934216,104838065,0,South 21st Street,residential,Local,49.29746482598858
104934216,104538473,0,Sidney Street,residential,Local,137.06727527724416
104934216,104774910,0,South 21st Street,residential,Local,49.96632461822526
11816157163,104538486,0,South 22nd Street,residential,Local,48.271170219004055
11816157163,11816157164,0,East Carson Street,primary,Primary,37.80515362603345
104838065,104838060,0,Wrights Way,residential,Local,116.68735111583362
104838065,104934216,0,South 21st Street,residential,Local,49.29746482598858
104838065,105813827,0,South 21st Street,residential,Local,52.36422531399239
104538510,105175005,0,Carey Way,residential,Local,135.7204929404003
104538510,104538519,0,South 22nd Street,residential,Local,49.34243489557918
104538510,11816157162,0,South 22nd Street,residential,Local,49.193288632398286
105175005,105852078,0,South 23rd Street,residential,Local,49.06962305570808
104538519,104538510,0,South 22nd Street,residential,Local,49.34243489557918
104538519,104538530,0,South 22nd Street,residential,Local,49.736448198395685
104538519,105852078,0,Sarah Street,residential,Local,134.95401038166221
104538519,105813837,0,Sarah Street,residential,Local,138.609350469566
11816157162,104538510,0,South 22nd Street,residential,Local,49.193288632398286
11816157162,11816157160,0,East Carson Street,primary,Primary,27.206389647560734
104538530,104538541,0,South 22nd Street,residential,Local,49.859094347102065
104538530,6904150783,0,Larkins Way,residential,Local,132.73973058485035
105852078,105945682,0,South 23rd Street,residential,Local,49.96002571165699
105852078,104538519,0,Sarah Street,residential,Local,134.95401038166221
105852078,105852092,0,Sarah Street,residential,Local,145.69006841149047
105813837,104538519,0,Sarah Street,residential,Local,138.609350469566
105813837,105174997,0,South 21st Street,residential,Local,49.60100485748465
105813837,105852068,0,Sarah Street,residential,Local,116.06324388582192
105813837,6904172086,0,South 21st Street,residential,Local,51.471455677756566
104538541,12120204140,0,South 22nd Street,residential,Local,48.92333897355781
104538541,104838995,0,Jane Street,residential,Local,135.70898804931747
104538541,6904172088,0,Jane Street,residential,Local,133.0200055849245
6904150783,6904172086,0,Larkins Way,residential,Local,10.917890518671744
6904150783,105813837,0,South 21st Street,residential,Local,51.68489433647586
12120204140,104670499,0,Harcum Way,residential,Local,135.97122867693867
12120204140,6904129545,0,South 22nd Street,residential,Local,50.02377635706853
104838995,104670499,0,South 23rd Street,residential,Local,49.347902249943274
104838995,105945682,0,South 23rd Street,residential,Local,49.380541776033716
104838995,104538541,0,Jane Street,residential,Local,135.70898804931747
104838995,104839006,0,Jane Street,residential,Local,131.21993354239032
6904172088,6904172087,0,Jane Street,residential,Local,10.724103366734024
6904172088,104538541,0,Jane Street,residential,Local,133.0200055849245
6904172088,6904150783,0,South 21st Street,residential,Local,49.869986518134056
104538620,105110164,0,"['Rigel Avenue', 'Ribb Way']",residential,Local,149.7738703063982
105110164,3833515177,0,Harbison Street,residential,Local,16.00636678313014
105110164,105705875,0,Harbison Street,residential,Local,88.06422457808185
105110164,104538620,0,"['Rigel Avenue', 'Ribb Way']",residential,Local,149.7738703063982
104538887,104538910,0,Wilkins Avenue,secondary,Secondary,175.41509210593193
104538887,105097726,0,Fifth Avenue,trunk,Highway,175.57695316902314
104538887,104585657,0,Fifth Avenue,trunk,Highway,130.2534539845558
104538910,104538920,0,Wilkins Avenue,secondary,Secondary,183.6137691413346
104538910,104538887,0,Wilkins Avenue,secondary,Secondary,175.41509210593196
104538910,2522970635,0,Wilkins Heights Road,residential,Local,141.8834034414665
105097726,105097735,0,Fifth Avenue,trunk,Highway,47.165520574786434
105097726,104538887,0,Fifth Avenue,trunk,Highway,175.5769531690231
105097726,105858688,0,Saint James Street,residential,Local,190.72991562230723
104585657,104585625,0,Amberson Avenue,residential,Local,106.626213585313
104585657,104538887,0,Fifth Avenue,trunk,Highway,130.2534539845558
104585657,105097720,0,Fifth Avenue,trunk,Highway,175.32900148808724
104538920,104538933,0,Wilkins Avenue,secondary,Secondary,212.11715186857683
104538920,104538910,0,Wilkins Avenue,secondary,Secondary,183.6137691413346
104538920,104966753,0,Dunmoyle Street,residential,Local,196.64605195531715
2522970635,104538910,0,Wilkins Heights Road,residential,Local,141.88340344146653
104538933,104538938,0,Wilkins Avenue,secondary,Secondary,92.92339947844953
104538933,104538920,0,Wilkins Avenue,secondary,Secondary,212.11715186857683
104538933,104583248,0,Beeler Street,tertiary,Tertiary,175.4198821133553
104966753,104966761,0,Dunmoyle Street,residential,Local,139.19793709772992
104966753,104538920,0,Dunmoyle Street,residential,Local,196.64605195531715
104966753,104674929,0,Kipling Road,residential,Local,253.19494477996136
104538938,104538933,0,Wilkins Avenue,secondary,Secondary,92.92339947844953
104538938,104674929,0,Fair Oaks Street,residential,Local,71.0247411355102
104538938,104692938,0,Fair Oaks Street,residential,Local,13.241288939854472
104538938,104538949,0,Wilkins Avenue,secondary,Secondary,107.59738354081915
104583248,104583238,0,Beeler Street,tertiary,Tertiary,139.26448002002246
104583248,104538933,0,Beeler Street,tertiary,Tertiary,175.4198821133553
104583248,105749512,0,Beelermont Place,residential,Local,191.57819238499246
104674929,104692946,0,Fair Oaks Street,residential,Local,91.91012737223204
104674929,104538938,0,Fair Oaks Street,residential,Local,71.0247411355102
104674929,104966753,0,Kipling Road,residential,Local,253.19494477996136
104692938,104692930,0,Fair Oaks Street,residential,Local,179.81237963054215
104692938,104538938,0,Fair Oaks Street,residential,Local,13.241288939854472
104692938,105855144,0,Murdoch Road,residential,Local,169.09222464680417
104538949,104719293,0,Bellerock Street,residential,Local,230.28884452712032
104538949,104538959,0,Wilkins Avenue,secondary,Secondary,126.78526439282759
104538949,104538938,0,Wilkins Avenue,secondary,Secondary,107.59738354081915
104719293,104719355,0,Bellerock Place,residential,Local,59.381859009641566
104719293,105134855,0,Bellerock Street,residential,Local,80.54016528631287
104719293,104538949,0,Bellerock Street,residential,Local,230.28884452712032
104538959,2635742768,0,Wightman Street,residential,Local,121.97467599596418
104538959,104538949,0,Wilkins Avenue,secondary,Secondary,126.78526439282759
104538959,104538976,0,Wilkins Avenue,secondary,Secondary,160.81700470243783
104538959,104692946,0,Wightman Street,residential,Local,187.43177001176406
2635742768,105134861,0,Wightman Street,residential,Local,117.70136295485901
2635742768,104538959,0,Wightman Street,residential,Local,121.97467599596416
104538976,104538987,0,Wilkins Avenue,secondary,Secondary,54.812645506385735
104538976,105800326,0,South Negley Avenue,residential,Local,120.38845300590108
104538976,104538959,0,Wilkins Avenue,secondary,Secondary,160.81700470243783
104538976,104692958,0,South Negley Avenue,tertiary,Tertiary,252.64274025749074
104692946,104692958,0,Fair Oaks Street,residential,Local,108.00770110785528
104692946,104674929,0,Fair Oaks Street,residential,Local,91.91012737223204
104692946,104966761,0,Wightman Street,residential,Local,231.23496542826982
104538987,104538999,0,Wilkins Avenue,secondary,Secondary,96.90854857554302
104538987,104538976,0,Wilkins Avenue,secondary,Secondary,54.812645506385735
104538987,105014159,0,Murray Hill Avenue,residential,Local,173.4910304505291
105800326,105134898,0,South Negley Avenue,residential,Local,98.00532017304967
105800326,105800342,0,Solway Street,residential,Local,180.66186963099352
105800326,2635742768,0,Solway Street,residential,Local,175.9672057064548
105800326,104538976,0,South Negley Avenue,residential,Local,120.3884530059011
104692958,104692965,0,Fair Oaks Street,residential,Local,137.55916137648393
104692958,104692946,0,Fair Oaks Street,residential,Local,108.00770110785527
104692958,104538976,0,South Negley Avenue,tertiary,Tertiary,252.64274025749077
104692958,105927726,0,South Negley Avenue,tertiary,Tertiary,86.60155589474127
104538999,104538987,0,Wilkins Avenue,secondary,Secondary,96.90854857554302
104538999,105778986,0,Woodland Road,residential,Local,271.9518572851693
104538999,104539007,0,Wilkins Avenue,secondary,Secondary,29.079991784212464
105014159,104692965,0,Murray Hill Avenue,residential,Local,107.03498583402676
